TiaGitHubHash,TiaMetaInfo,TiaVstsHash,TiaRuntime,TiaTotalTests,TiaNumberOfUnAnalyzedTests,TiaNumberofTestsPassed,TiaNumberOfTestsFailed,TiaNumberOfTestsSkipped,TiaTotalNumberOfTestRun,TiaPercentageOfTestsRun,RetestAllGitHubHash,RetestAllMetaInfo,RetestAllVstsHash,RetestAllRuntime,RetestAllTotalTests,RetestAllNumberOfUnAnalyzedTests,RetestAllNumberofTestsPassed,RetestAllNumberOfTestsFailed,RetestAllNumberOfTestsSkipped,RetestAllTotalNumberOfTestRun,RetestAllPercentageOfTestsRun,ESharpGitHubHash,ESharpMetaInfo,ESharpVstsHash,ESharpRuntime,ESharpTotalTests,ESharpNumberOfUnAnalyzedTests,ESharpNumberofTestsPassed,ESharpNumberOfTestsFailed,ESharpNumberOfTestsSkipped,ESharpTotalNumberOfTestRun,ESharpPercentageOfTestsRun
623c696915dd464b2b5b3407d7c0316b453f9095,3d3a9a5 779 commits back from current GitHub head Hash:623c696915dd464b2b5b3407d7c0316b453f9095,,39.124,782,0,371,0,0,371,0.474424552429668,623c696915dd464b2b5b3407d7c0316b453f9095,3d3a9a5 779 commits back from current GitHub head Hash:623c696915dd464b2b5b3407d7c0316b453f9095,,4.347,394,0,384,0,0,384,0.974619289340102,623c696915dd464b2b5b3407d7c0316b453f9095,784_623c696915dd464b2b5b3407d7c0316b453f9095_Results,,4.292,375,61,314,0,0,314,0.837333333333333
d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f,41b5c81 716 commits back from current GitHub head Hash:d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f,,38.05,770,0,419,0,0,419,0.544155844155844,d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f,41b5c81 716 commits back from current GitHub head Hash:d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f,,3.103,363,0,358,0,0,358,0.986225895316804,d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f,721_d6466df4b3d4a70ecfc851ee9c5cea51e1e8ac1f_Results,,0,363,363,0,0,0,0,0
1098df24c2a467830e5f02ba4d85983faf61eb33,42a05fa 777 commits back from current GitHub head Hash:1098df24c2a467830e5f02ba4d85983faf61eb33,,38.507,782,0,372,0,0,372,0.475703324808184,1098df24c2a467830e5f02ba4d85983faf61eb33,42a05fa 777 commits back from current GitHub head Hash:1098df24c2a467830e5f02ba4d85983faf61eb33,,3.78,394,0,384,0,0,384,0.974619289340102,1098df24c2a467830e5f02ba4d85983faf61eb33,782_1098df24c2a467830e5f02ba4d85983faf61eb33_Results,,0.269,375,368,7,0,0,7,0.0186666666666667
00ae82286ef2c629513972a6263adc55aa70ecc8,490288f 728 commits back from current GitHub head Hash:00ae82286ef2c629513972a6263adc55aa70ecc8,,37.807,748,0,397,0,0,397,0.530748663101604,00ae82286ef2c629513972a6263adc55aa70ecc8,490288f 728 commits back from current GitHub head Hash:00ae82286ef2c629513972a6263adc55aa70ecc8,,25.87,341,0,336,0,0,336,0.98533724340176,00ae82286ef2c629513972a6263adc55aa70ecc8,733_00ae82286ef2c629513972a6263adc55aa70ecc8_Results,,0.86,341,321,20,0,0,20,0.0586510263929619
0a72c648bb98e8ca0d16e99112270c9146fac960,49c3e67 710 commits back from current GitHub head Hash:0a72c648bb98e8ca0d16e99112270c9146fac960,,38.337,770,0,419,0,0,419,0.544155844155844,0a72c648bb98e8ca0d16e99112270c9146fac960,49c3e67 710 commits back from current GitHub head Hash:0a72c648bb98e8ca0d16e99112270c9146fac960,,4.29,363,0,358,0,0,358,0.986225895316804,0a72c648bb98e8ca0d16e99112270c9146fac960,715_0a72c648bb98e8ca0d16e99112270c9146fac960_Results,,0.142,363,360,3,0,0,3,0.00826446280991736
7eb51fa4a39abd1540d713617452fe48c6e581f5,4aa8c1a 761 commits back from current GitHub head Hash:7eb51fa4a39abd1540d713617452fe48c6e581f5,,37.787,751,0,374,0,0,374,0.498002663115846,7eb51fa4a39abd1540d713617452fe48c6e581f5,4aa8c1a 761 commits back from current GitHub head Hash:7eb51fa4a39abd1540d713617452fe48c6e581f5,,3.464,363,0,353,0,0,353,0.972451790633609,7eb51fa4a39abd1540d713617452fe48c6e581f5,766_7eb51fa4a39abd1540d713617452fe48c6e581f5_Results,,0.228,344,339,5,0,0,5,0.0145348837209302
82c402d42289faedc5ef3509b16bb77490cb744c,4d8a666 769 commits back from current GitHub head Hash:82c402d42289faedc5ef3509b16bb77490cb744c,,35.61,751,2,370,0,0,370,0.492676431424767,82c402d42289faedc5ef3509b16bb77490cb744c,4d8a666 769 commits back from current GitHub head Hash:82c402d42289faedc5ef3509b16bb77490cb744c,,10.106,363,2,351,0,0,351,0.966942148760331,82c402d42289faedc5ef3509b16bb77490cb744c,774_82c402d42289faedc5ef3509b16bb77490cb744c_Results,,0.261,344,338,6,0,0,6,0.0174418604651163
6754129a6e99475a93b348350ed186f08dbed923,4fbf06b 756 commits back from current GitHub head Hash:6754129a6e99475a93b348350ed186f08dbed923,,34.666,730,0,378,0,0,378,0.517808219178082,6754129a6e99475a93b348350ed186f08dbed923,4fbf06b 756 commits back from current GitHub head Hash:6754129a6e99475a93b348350ed186f08dbed923,,3.834,342,0,332,0,0,332,0.970760233918129,6754129a6e99475a93b348350ed186f08dbed923,761_6754129a6e99475a93b348350ed186f08dbed923_Results,,0,323,323,0,0,0,0,0
1bfd30013e98b01938431ea64c102ccb5aacc7fb,5cead00 744 commits back from current GitHub head Hash:1bfd30013e98b01938431ea64c102ccb5aacc7fb,,35.953,741,0,390,0,0,390,0.526315789473684,1bfd30013e98b01938431ea64c102ccb5aacc7fb,5cead00 744 commits back from current GitHub head Hash:1bfd30013e98b01938431ea64c102ccb5aacc7fb,,3.11,334,0,329,0,0,329,0.985029940119761,1bfd30013e98b01938431ea64c102ccb5aacc7fb,749_1bfd30013e98b01938431ea64c102ccb5aacc7fb_Results,,0.894,334,314,20,0,0,20,0.0598802395209581
5b2f72b80ec2daa0d1281de1d19b73a3256f0d87,5e97f6d 760 commits back from current GitHub head Hash:5b2f72b80ec2daa0d1281de1d19b73a3256f0d87,,34.893,730,0,374,0,0,374,0.512328767123288,5b2f72b80ec2daa0d1281de1d19b73a3256f0d87,5e97f6d 760 commits back from current GitHub head Hash:5b2f72b80ec2daa0d1281de1d19b73a3256f0d87,,2.91,342,0,332,0,0,332,0.970760233918129,5b2f72b80ec2daa0d1281de1d19b73a3256f0d87,765_5b2f72b80ec2daa0d1281de1d19b73a3256f0d87_Results,,0,323,323,0,0,0,0,0
