TiaGitHubHash,TiaMetaInfo,TiaVstsHash,TiaRuntime,TiaTotalTests,TiaNumberOfUnAnalyzedTests,TiaNumberofTestsPassed,TiaNumberOfTestsFailed,TiaNumberOfTestsSkipped,TiaTotalNumberOfTestRun,TiaPercentageOfTestsRun,RetestAllGitHubHash,RetestAllMetaInfo,RetestAllVstsHash,RetestAllRuntime,RetestAllTotalTests,RetestAllNumberOfUnAnalyzedTests,RetestAllNumberofTestsPassed,RetestAllNumberOfTestsFailed,RetestAllNumberOfTestsSkipped,RetestAllTotalNumberOfTestRun,RetestAllPercentageOfTestsRun,ESharpGitHubHash,ESharpMetaInfo,ESharpVstsHash,ESharpRuntime,ESharpTotalTests,ESharpNumberOfUnAnalyzedTests,ESharpNumberofTestsPassed,ESharpNumberOfTestsFailed,ESharpNumberOfTestsSkipped,ESharpTotalNumberOfTestRun,ESharpPercentageOfTestsRun
8e3b3df66af76b5f8cb7cb33415174d6531ee649,2b7b4a2 294 commits back from current GitHub head Hash:8e3b3df66af76b5f8cb7cb33415174d6531ee649,,-63648945191.377,2247,0,0,0,0,0,0,8e3b3df66af76b5f8cb7cb33415174d6531ee649,2b7b4a2 294 commits back from current GitHub head Hash:8e3b3df66af76b5f8cb7cb33415174d6531ee649,,37.804,2393,0,2390,0,0,2390,0.998746343501881,8e3b3df66af76b5f8cb7cb33415174d6531ee649,294_8e3b3df66af76b5f8cb7cb33415174d6531ee649_Results,,7.185,118,62,56,0,0,56,0.474576271186441
0a0519563d492b3aae1d996ae7437c693585530a,2e4cc6d 328 commits back from current GitHub head Hash:0a0519563d492b3aae1d996ae7437c693585530a,,-63648932895.743,2228,0,0,0,0,0,0,0a0519563d492b3aae1d996ae7437c693585530a,2e4cc6d 328 commits back from current GitHub head Hash:0a0519563d492b3aae1d996ae7437c693585530a,,42.426,2374,0,2371,0,0,2371,0.998736310025274,0a0519563d492b3aae1d996ae7437c693585530a,328_0a0519563d492b3aae1d996ae7437c693585530a_Results,,5.142,1726,1562,164,0,0,164,0.0950173812282735
9db84f5e5a208541a2cc5c1bf5859be4ddbebbab,2fe55c9 316 commits back from current GitHub head Hash:9db84f5e5a208541a2cc5c1bf5859be4ddbebbab,,-63648935969.36,2239,0,0,0,0,0,0,9db84f5e5a208541a2cc5c1bf5859be4ddbebbab,2fe55c9 316 commits back from current GitHub head Hash:9db84f5e5a208541a2cc5c1bf5859be4ddbebbab,,36.63,2383,0,2380,0,0,2380,0.998741082668905,9db84f5e5a208541a2cc5c1bf5859be4ddbebbab,316_9db84f5e5a208541a2cc5c1bf5859be4ddbebbab_Results,,6.125,1733,1565,168,0,0,168,0.0969417195614541
f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3,39ab356 282 commits back from current GitHub head Hash:f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3,,-63648949361.923,2241,0,0,0,0,0,0,f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3,39ab356 282 commits back from current GitHub head Hash:f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3,,37.92,2391,0,2388,0,0,2388,0.998745294855709,f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3,282_f8be3ec743d99cea69f61dcb7dfdc4a665d44ab3_Results,,4.101,121,93,28,0,0,28,0.231404958677686
79fc06554b7dad378dd3f067080aa8d6beabf4b3,3d63bda 291 commits back from current GitHub head Hash:79fc06554b7dad378dd3f067080aa8d6beabf4b3,,-63648946406.087,2246,0,0,0,0,0,0,79fc06554b7dad378dd3f067080aa8d6beabf4b3,3d63bda 291 commits back from current GitHub head Hash:79fc06554b7dad378dd3f067080aa8d6beabf4b3,,37.154,2395,0,2392,0,0,2392,0.99874739039666,79fc06554b7dad378dd3f067080aa8d6beabf4b3,291_79fc06554b7dad378dd3f067080aa8d6beabf4b3_Results,,2.984,120,91,29,0,0,29,0.241666666666667
79f2de55468b569e1db591df4ff72db307de8d21,438cca9 287 commits back from current GitHub head Hash:79f2de55468b569e1db591df4ff72db307de8d21,,-63648947722.823,2252,0,0,0,0,0,0,79f2de55468b569e1db591df4ff72db307de8d21,438cca9 287 commits back from current GitHub head Hash:79f2de55468b569e1db591df4ff72db307de8d21,,37.89,2397,1,2393,0,0,2393,0.998331247392574,79f2de55468b569e1db591df4ff72db307de8d21,287_79f2de55468b569e1db591df4ff72db307de8d21_Results,,2.698,1594,1567,27,0,0,27,0.0169385194479297
d139050314266c33bf33c9adabbd7c2e447c34df,45f5432 340 commits back from current GitHub head Hash:d139050314266c33bf33c9adabbd7c2e447c34df,,-63648930547.987,2233,0,0,0,0,0,0,d139050314266c33bf33c9adabbd7c2e447c34df,45f5432 340 commits back from current GitHub head Hash:d139050314266c33bf33c9adabbd7c2e447c34df,,46.45,2365,0,2362,0,0,2362,0.998731501057082,d139050314266c33bf33c9adabbd7c2e447c34df,340_d139050314266c33bf33c9adabbd7c2e447c34df_Results,,79.537,2033,-314,2347,0,0,2347,1.15445154943433
d5b1c8ac047122eca8c8f35af9e287b937285573,5364cd9 289 commits back from current GitHub head Hash:d5b1c8ac047122eca8c8f35af9e287b937285573,,-63648947111.267,2248,0,0,0,0,0,0,d5b1c8ac047122eca8c8f35af9e287b937285573,5364cd9 289 commits back from current GitHub head Hash:d5b1c8ac047122eca8c8f35af9e287b937285573,,37.713,2396,1,2392,0,0,2392,0.998330550918197,d5b1c8ac047122eca8c8f35af9e287b937285573,289_d5b1c8ac047122eca8c8f35af9e287b937285573_Results,,28.404,155,39,115,1,0,116,0.748387096774194
9dbf3851f5e79b8676ccc68703626892cf7540ce,59cb607 296 commits back from current GitHub head Hash:9dbf3851f5e79b8676ccc68703626892cf7540ce,,-63648944385.997,2250,0,0,0,0,0,0,9dbf3851f5e79b8676ccc68703626892cf7540ce,59cb607 296 commits back from current GitHub head Hash:9dbf3851f5e79b8676ccc68703626892cf7540ce,,39.407,2392,0,2389,0,0,2389,0.998745819397993,9dbf3851f5e79b8676ccc68703626892cf7540ce,296_9dbf3851f5e79b8676ccc68703626892cf7540ce_Results,,6.667,118,62,56,0,0,56,0.474576271186441
7de9c6e3c0d5aee04914f5c11fafbed4340a5f80,5b39e6f 317 commits back from current GitHub head Hash:7de9c6e3c0d5aee04914f5c11fafbed4340a5f80,,-63648935544.21,2238,0,0,0,0,0,0,7de9c6e3c0d5aee04914f5c11fafbed4340a5f80,5b39e6f 317 commits back from current GitHub head Hash:7de9c6e3c0d5aee04914f5c11fafbed4340a5f80,,37.534,2383,0,2380,0,0,2380,0.998741082668905,7de9c6e3c0d5aee04914f5c11fafbed4340a5f80,317_7de9c6e3c0d5aee04914f5c11fafbed4340a5f80_Results,,6.931,1733,1591,142,0,0,142,0.0819388343912291
1da115e645de834cc4df0d65140ccc1f394a469a,6027a28 303 commits back from current GitHub head Hash:1da115e645de834cc4df0d65140ccc1f394a469a,,-63648941525.107,2237,0,0,0,0,0,0,1da115e645de834cc4df0d65140ccc1f394a469a,6027a28 303 commits back from current GitHub head Hash:1da115e645de834cc4df0d65140ccc1f394a469a,,36.134,2387,0,2384,0,0,2384,0.998743192291579,1da115e645de834cc4df0d65140ccc1f394a469a,303_1da115e645de834cc4df0d65140ccc1f394a469a_Results,,2.827,35,9,26,0,0,26,0.742857142857143
f127dddeb2391ef33778936c74885d31d192eff0,6647dea 315 commits back from current GitHub head Hash:f127dddeb2391ef33778936c74885d31d192eff0,,-63648936440.4,2246,0,0,0,0,0,0,f127dddeb2391ef33778936c74885d31d192eff0,6647dea 315 commits back from current GitHub head Hash:f127dddeb2391ef33778936c74885d31d192eff0,,37.36,2383,0,2380,0,0,2380,0.998741082668905,f127dddeb2391ef33778936c74885d31d192eff0,315_f127dddeb2391ef33778936c74885d31d192eff0_Results,,6.423,1733,1607,126,0,0,126,0.0727062896710906
8bb3d14dc72da1a5972442ebec9e43e7c150b3a7,6e36478 325 commits back from current GitHub head Hash:8bb3d14dc72da1a5972442ebec9e43e7c150b3a7,,-63648934332.67,2223,0,0,0,0,0,0,8bb3d14dc72da1a5972442ebec9e43e7c150b3a7,6e36478 325 commits back from current GitHub head Hash:8bb3d14dc72da1a5972442ebec9e43e7c150b3a7,,42.824,2374,0,2371,0,0,2371,0.998736310025274,8bb3d14dc72da1a5972442ebec9e43e7c150b3a7,325_8bb3d14dc72da1a5972442ebec9e43e7c150b3a7_Results,,2.472,1580,1542,38,0,0,38,0.0240506329113924
894ac3f89ad985d61a340e1497ec5b2435a1c075,703a4c1 286 commits back from current GitHub head Hash:894ac3f89ad985d61a340e1497ec5b2435a1c075,,-63648948028.85,2248,0,0,0,0,0,0,894ac3f89ad985d61a340e1497ec5b2435a1c075,703a4c1 286 commits back from current GitHub head Hash:894ac3f89ad985d61a340e1497ec5b2435a1c075,,37.247,2397,1,2393,0,0,2393,0.998331247392574,894ac3f89ad985d61a340e1497ec5b2435a1c075,286_894ac3f89ad985d61a340e1497ec5b2435a1c075_Results,,2.184,1594,1567,27,0,0,27,0.0169385194479297
961ed15c621afe45682bdb7314c9dd94b0f01c87,7802293 326 commits back from current GitHub head Hash:961ed15c621afe45682bdb7314c9dd94b0f01c87,,-63648933830.43,2230,0,0,0,0,0,0,961ed15c621afe45682bdb7314c9dd94b0f01c87,7802293 326 commits back from current GitHub head Hash:961ed15c621afe45682bdb7314c9dd94b0f01c87,,45.793,2374,0,2371,0,0,2371,0.998736310025274,961ed15c621afe45682bdb7314c9dd94b0f01c87,326_961ed15c621afe45682bdb7314c9dd94b0f01c87_Results,,1.975,1580,1542,38,0,0,38,0.0240506329113924
c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6,78982aa 302 commits back from current GitHub head Hash:c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6,,-63648941932.52,2232,0,0,0,0,0,0,c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6,78982aa 302 commits back from current GitHub head Hash:c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6,,37.12,2387,0,2384,0,0,2384,0.998743192291579,c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6,302_c91283c483d0f68e0b4cbfaeb229e31dc4ffa8d6_Results,,1.607,35,9,26,0,0,26,0.742857142857143
9955136e52f0e319aa7a99ba1aa60cc4fc19af50,7d24eae 297 commits back from current GitHub head Hash:9955136e52f0e319aa7a99ba1aa60cc4fc19af50,,-63648943980.24,2254,0,0,0,0,0,0,9955136e52f0e319aa7a99ba1aa60cc4fc19af50,7d24eae 297 commits back from current GitHub head Hash:9955136e52f0e319aa7a99ba1aa60cc4fc19af50,,37.627,2392,0,2389,0,0,2389,0.998745819397993,9955136e52f0e319aa7a99ba1aa60cc4fc19af50,297_9955136e52f0e319aa7a99ba1aa60cc4fc19af50_Results,,3.503,35,9,26,0,0,26,0.742857142857143
32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6,7e36b76 327 commits back from current GitHub head Hash:32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6,,-63648933366.643,2228,0,0,0,0,0,0,32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6,7e36b76 327 commits back from current GitHub head Hash:32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6,,42.3,2374,0,2371,0,0,2371,0.998736310025274,32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6,327_32cb010cf4b9a928e23cc3b6f43826dcb0cd9fa6_Results,,1.808,35,9,26,0,0,26,0.742857142857143
6398309de3f1189194901ac0407aa530cc93c162,8a24897 304 commits back from current GitHub head Hash:6398309de3f1189194901ac0407aa530cc93c162,,-63648941116.54,2237,0,0,0,0,0,0,6398309de3f1189194901ac0407aa530cc93c162,8a24897 304 commits back from current GitHub head Hash:6398309de3f1189194901ac0407aa530cc93c162,,36.413,2387,0,2384,0,0,2384,0.998743192291579,6398309de3f1189194901ac0407aa530cc93c162,304_6398309de3f1189194901ac0407aa530cc93c162_Results,,3.069,1609,1560,49,0,0,49,0.0304536979490367
9b87687002bae9e08d82c6831c23e4906807289f,8c36146 288 commits back from current GitHub head Hash:9b87687002bae9e08d82c6831c23e4906807289f,,-63648947413.863,2252,0,0,0,0,0,0,9b87687002bae9e08d82c6831c23e4906807289f,8c36146 288 commits back from current GitHub head Hash:9b87687002bae9e08d82c6831c23e4906807289f,,36.75,2396,1,2392,0,0,2392,0.998330550918197,9b87687002bae9e08d82c6831c23e4906807289f,288_9b87687002bae9e08d82c6831c23e4906807289f_Results,,1.895,35,9,26,0,0,26,0.742857142857143
1233825c69790844db4dd35d961e95704bde4b9f,995c079 299 commits back from current GitHub head Hash:1233825c69790844db4dd35d961e95704bde4b9f,,-63648943161.35,2253,0,0,0,0,0,0,1233825c69790844db4dd35d961e95704bde4b9f,995c079 299 commits back from current GitHub head Hash:1233825c69790844db4dd35d961e95704bde4b9f,,38.26,2391,0,2388,0,0,2388,0.998745294855709,1233825c69790844db4dd35d961e95704bde4b9f,299_1233825c69790844db4dd35d961e95704bde4b9f_Results,,4.918,181,79,102,0,0,102,0.56353591160221
5e09baab2bd27baa7f2f8c4a3877f7787e722658,a579db0 285 commits back from current GitHub head Hash:5e09baab2bd27baa7f2f8c4a3877f7787e722658,,-63648948338.12,2240,0,0,0,0,0,0,5e09baab2bd27baa7f2f8c4a3877f7787e722658,a579db0 285 commits back from current GitHub head Hash:5e09baab2bd27baa7f2f8c4a3877f7787e722658,,37.31,2389,1,2385,0,0,2385,0.998325659271662,5e09baab2bd27baa7f2f8c4a3877f7787e722658,285_5e09baab2bd27baa7f2f8c4a3877f7787e722658_Results,,30.896,1876,1440,435,1,0,436,0.232409381663113
