TiaGitHubHash,TiaMetaInfo,TiaVstsHash,TiaRuntime,TiaTotalTests,TiaNumberOfUnAnalyzedTests,TiaNumberofTestsPassed,TiaNumberOfTestsFailed,TiaNumberOfTestsSkipped,TiaTotalNumberOfTestRun,TiaPercentageOfTestsRun,RetestAllGitHubHash,RetestAllMetaInfo,RetestAllVstsHash,RetestAllRuntime,RetestAllTotalTests,RetestAllNumberOfUnAnalyzedTests,RetestAllNumberofTestsPassed,RetestAllNumberOfTestsFailed,RetestAllNumberOfTestsSkipped,RetestAllTotalNumberOfTestRun,RetestAllPercentageOfTestsRun,ESharpGitHubHash,ESharpMetaInfo,ESharpVstsHash,ESharpRuntime,ESharpTotalTests,ESharpNumberOfUnAnalyzedTests,ESharpNumberofTestsPassed,ESharpNumberOfTestsFailed,ESharpNumberOfTestsSkipped,ESharpTotalNumberOfTestRun,ESharpPercentageOfTestsRun
21fd19b3cf6d0a6ee116baad0872261be4a4995e,dcb74ec 327 commits back from current GitHub head Hash:21fd19b3cf6d0a6ee116baad0872261be4a4995e,,14.02,130,42,88,0,0,88,0.676923076923077,21fd19b3cf6d0a6ee116baad0872261be4a4995e,dcb74ec 327 commits back from current GitHub head Hash:21fd19b3cf6d0a6ee116baad0872261be4a4995e,,1.526,92,0,92,0,0,92,1,21fd19b3cf6d0a6ee116baad0872261be4a4995e,327_21fd19b3cf6d0a6ee116baad0872261be4a4995e_Results,,0.04,92,92,0,0,0,0,0
f62bc348acdd821082bd4622edb5a1af325f307c,defbde7 292 commits back from current GitHub head Hash:f62bc348acdd821082bd4622edb5a1af325f307c,,12.693,228,158,70,0,0,70,0.307017543859649,f62bc348acdd821082bd4622edb5a1af325f307c,defbde7 292 commits back from current GitHub head Hash:f62bc348acdd821082bd4622edb5a1af325f307c,,2.046,158,0,158,0,0,158,1,f62bc348acdd821082bd4622edb5a1af325f307c,292_f62bc348acdd821082bd4622edb5a1af325f307c_Results,,0.01,158,158,0,0,0,0,0
4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a,e5a05de 311 commits back from current GitHub head Hash:4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a,,12.177,228,158,70,0,0,70,0.307017543859649,4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a,e5a05de 311 commits back from current GitHub head Hash:4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a,,1.97,158,1,157,0,0,157,0.993670886075949,4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a,311_4d4dd4dff2019db4b4cc1e03f9fb6f7c652a4d7a_Results,,0.006,158,158,0,0,0,0,0
e159941cd579305b2ca8e15f54e379bd00e51bad,e717fe7 312 commits back from current GitHub head Hash:e159941cd579305b2ca8e15f54e379bd00e51bad,,11.947,228,158,70,0,0,70,0.307017543859649,e159941cd579305b2ca8e15f54e379bd00e51bad,e717fe7 312 commits back from current GitHub head Hash:e159941cd579305b2ca8e15f54e379bd00e51bad,,2.03,158,1,157,0,0,157,0.993670886075949,e159941cd579305b2ca8e15f54e379bd00e51bad,312_e159941cd579305b2ca8e15f54e379bd00e51bad_Results,,0.006,158,158,0,0,0,0,0
e006b6c4f395ed523a89d5b81f3301c4854e0a0d,e78308a 346 commits back from current GitHub head Hash:e006b6c4f395ed523a89d5b81f3301c4854e0a0d,,1.563,4,4,0,0,0,0,0,e006b6c4f395ed523a89d5b81f3301c4854e0a0d,e78308a 346 commits back from current GitHub head Hash:e006b6c4f395ed523a89d5b81f3301c4854e0a0d,,1.376,4,0,4,0,0,4,1,e006b6c4f395ed523a89d5b81f3301c4854e0a0d,346_e006b6c4f395ed523a89d5b81f3301c4854e0a0d_Results,,0,4,4,0,0,0,0,0
45825340b16892d31e191b2d88c67d8eb5fc341b,e8fc52a 308 commits back from current GitHub head Hash:45825340b16892d31e191b2d88c67d8eb5fc341b,,11.92,228,158,70,0,0,70,0.307017543859649,45825340b16892d31e191b2d88c67d8eb5fc341b,e8fc52a 308 commits back from current GitHub head Hash:45825340b16892d31e191b2d88c67d8eb5fc341b,,1.927,158,0,158,0,0,158,1,45825340b16892d31e191b2d88c67d8eb5fc341b,308_45825340b16892d31e191b2d88c67d8eb5fc341b_Results,,0.006,158,158,0,0,0,0,0
078398038d33e20a568fb5e4dcccd9c0155b373e,ed55a27 279 commits back from current GitHub head Hash:078398038d33e20a568fb5e4dcccd9c0155b373e,,14.28,228,153,75,0,0,75,0.328947368421053,078398038d33e20a568fb5e4dcccd9c0155b373e,ed55a27 279 commits back from current GitHub head Hash:078398038d33e20a568fb5e4dcccd9c0155b373e,,2.08,158,0,158,0,0,158,1,078398038d33e20a568fb5e4dcccd9c0155b373e,279_078398038d33e20a568fb5e4dcccd9c0155b373e_Results,,0.692,158,156,2,0,0,2,0.0126582278481013
bb61de5a144e70572c0ce2cd9aa9386506836a7e,f1b92db 344 commits back from current GitHub head Hash:bb61de5a144e70572c0ce2cd9aa9386506836a7e,,1.687,4,4,0,0,0,0,0,bb61de5a144e70572c0ce2cd9aa9386506836a7e,f1b92db 344 commits back from current GitHub head Hash:bb61de5a144e70572c0ce2cd9aa9386506836a7e,,1.12,4,0,4,0,0,4,1,bb61de5a144e70572c0ce2cd9aa9386506836a7e,344_bb61de5a144e70572c0ce2cd9aa9386506836a7e_Results,,0,4,4,0,0,0,0,0
feeea9e4fb22c80359569ccdbeb1a855ffa8d448,f337537 306 commits back from current GitHub head Hash:feeea9e4fb22c80359569ccdbeb1a855ffa8d448,,12.06,228,158,70,0,0,70,0.307017543859649,feeea9e4fb22c80359569ccdbeb1a855ffa8d448,f337537 306 commits back from current GitHub head Hash:feeea9e4fb22c80359569ccdbeb1a855ffa8d448,,2,158,0,158,0,0,158,1,feeea9e4fb22c80359569ccdbeb1a855ffa8d448,306_feeea9e4fb22c80359569ccdbeb1a855ffa8d448_Results,,0.009,158,158,0,0,0,0,0
ecbd9ff5a7612b426ca41ab4d6240347653c3b4c,f46d581 331 commits back from current GitHub head Hash:ecbd9ff5a7612b426ca41ab4d6240347653c3b4c,,1.67,4,4,0,0,0,0,0,ecbd9ff5a7612b426ca41ab4d6240347653c3b4c,f46d581 331 commits back from current GitHub head Hash:ecbd9ff5a7612b426ca41ab4d6240347653c3b4c,,1.174,4,0,4,0,0,4,1,ecbd9ff5a7612b426ca41ab4d6240347653c3b4c,331_ecbd9ff5a7612b426ca41ab4d6240347653c3b4c_Results,,0,4,4,0,0,0,0,0
85a207f54555019311c9052279afe065ffec5266,f54184b 301 commits back from current GitHub head Hash:85a207f54555019311c9052279afe065ffec5266,,18.41,228,72,156,0,0,156,0.684210526315789,85a207f54555019311c9052279afe065ffec5266,f54184b 301 commits back from current GitHub head Hash:85a207f54555019311c9052279afe065ffec5266,,1.976,158,0,158,0,0,158,1,85a207f54555019311c9052279afe065ffec5266,301_85a207f54555019311c9052279afe065ffec5266_Results,,3.336,158,2,156,0,0,156,0.987341772151899
2659ef4390b0ac774472691acc972fcdfc541df4,f6f243c 302 commits back from current GitHub head Hash:2659ef4390b0ac774472691acc972fcdfc541df4,,12.523,228,158,70,0,0,70,0.307017543859649,2659ef4390b0ac774472691acc972fcdfc541df4,f6f243c 302 commits back from current GitHub head Hash:2659ef4390b0ac774472691acc972fcdfc541df4,,1.853,158,0,158,0,0,158,1,2659ef4390b0ac774472691acc972fcdfc541df4,302_2659ef4390b0ac774472691acc972fcdfc541df4_Results,,0.01,158,158,0,0,0,0,0
d9e3f7c4941d3ec0aca87a06f40bdae21143b02c,fee142f 269 commits back from current GitHub head Hash:d9e3f7c4941d3ec0aca87a06f40bdae21143b02c,,17.886,239,85,154,0,0,154,0.644351464435146,d9e3f7c4941d3ec0aca87a06f40bdae21143b02c,fee142f 269 commits back from current GitHub head Hash:d9e3f7c4941d3ec0aca87a06f40bdae21143b02c,,2.217,169,0,169,0,0,169,1,d9e3f7c4941d3ec0aca87a06f40bdae21143b02c,269_d9e3f7c4941d3ec0aca87a06f40bdae21143b02c_Results,,1.058,169,159,10,0,0,10,0.0591715976331361
